device,useragent
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; WOW64) AppleWebKit/603.11 (KHTML, like Gecko) Chrome/49.0.1895.352 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_7; en-US) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/49.0.3100.252 Safari/533"
chrome,"Mozilla/5.0 (Linux i662 x86_64; en-US) AppleWebKit/603.29 (KHTML, like Gecko) Chrome/51.0.2919.333 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/54.0.2756.199 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/54.0.2821.291 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_2) AppleWebKit/536.8 (KHTML, like Gecko) Chrome/55.0.3442.346 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/53.0.3624.148 Safari/535"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/55.0.2869.164 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_2_9; en-US) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/50.0.1651.347 Safari/602"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/534.38 (KHTML, like Gecko) Chrome/54.0.2286.150 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2;; en-US) AppleWebKit/533.45 (KHTML, like Gecko) Chrome/52.0.3251.209 Safari/534"
chrome,"Mozilla/5.0 (Windows NT 6.3;; en-US) AppleWebKit/533.27 (KHTML, like Gecko) Chrome/47.0.3433.140 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64) AppleWebKit/535.14 (KHTML, like Gecko) Chrome/50.0.2236.118 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8) AppleWebKit/602.46 (KHTML, like Gecko) Chrome/55.0.2164.251 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_3; en-US) AppleWebKit/601.30 (KHTML, like Gecko) Chrome/48.0.3608.245 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/54.0.1209.384 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/537.6 (KHTML, like Gecko) Chrome/47.0.3577.159 Safari/537"
chrome,"Mozilla/5.0 (Linux i656 ; en-US) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/49.0.2275.232 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; x64; en-US) AppleWebKit/603.41 (KHTML, like Gecko) Chrome/52.0.2065.374 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_0_4) AppleWebKit/536.38 (KHTML, like Gecko) Chrome/54.0.1160.338 Safari/535"
chrome,"Mozilla/5.0 (U; Linux i675 x86_64; en-US) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/51.0.3154.256 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_6) AppleWebKit/533.12 (KHTML, like Gecko) Chrome/47.0.2636.236 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 6.0;) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/55.0.1163.179 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2;; en-US) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/50.0.2221.198 Safari/601"
chrome,"Mozilla/5.0 (Linux i573 ; en-US) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/54.0.1655.378 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_2) AppleWebKit/603.33 (KHTML, like Gecko) Chrome/53.0.3754.214 Safari/537"
chrome,"Mozilla/5.0 (U; Linux i566 x86_64; en-US) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/52.0.1903.377 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/600.50 (KHTML, like Gecko) Chrome/49.0.1248.203 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/533.40 (KHTML, like Gecko) Chrome/50.0.2622.262 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2;; en-US) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/50.0.3655.367 Safari/600"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/48.0.3243.230 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux i545 x86_64; en-US) AppleWebKit/602.13 (KHTML, like Gecko) Chrome/52.0.2578.316 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; Win64; x64) AppleWebKit/533.12 (KHTML, like Gecko) Chrome/50.0.1878.137 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.1;) AppleWebKit/533.16 (KHTML, like Gecko) Chrome/50.0.2555.310 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 10.1; WOW64) AppleWebKit/601.25 (KHTML, like Gecko) Chrome/54.0.1194.105 Safari/537"
chrome,"Mozilla/5.0 (Linux i663 ) AppleWebKit/534.40 (KHTML, like Gecko) Chrome/53.0.3061.338 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_9) AppleWebKit/603.22 (KHTML, like Gecko) Chrome/52.0.1067.198 Safari/602"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.5; x64) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/50.0.2311.370 Safari/534"
chrome,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/536.16 (KHTML, like Gecko) Chrome/50.0.1641.307 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 6.0; Win64; x64; en-US) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/47.0.2591.333 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_5; en-US) AppleWebKit/602.43 (KHTML, like Gecko) Chrome/47.0.3310.111 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_0; en-US) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/50.0.3417.161 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; WOW64; en-US) AppleWebKit/600.48 (KHTML, like Gecko) Chrome/48.0.2550.263 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; x64; en-US) AppleWebKit/601.10 (KHTML, like Gecko) Chrome/50.0.3613.314 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 6.2; WOW64; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/48.0.3012.364 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/51.0.2753.138 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; x64; en-US) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/54.0.2389.355 Safari/600"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/49.0.1392.243 Safari/600"
chrome,"Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/51.0.3661.230 Safari/535"
chrome,"Mozilla/5.0 (Windows NT 6.1;; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/48.0.1465.331 Safari/534"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/601.32 (KHTML, like Gecko) Chrome/54.0.1281.110 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_4_2; en-US) AppleWebKit/601.23 (KHTML, like Gecko) Chrome/49.0.1711.219 Safari/603"
chrome,"Mozilla/5.0 (Windows NT 6.1; WOW64; en-US) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/54.0.3772.162 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/55.0.1040.147 Safari/536"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/536.15 (KHTML, like Gecko) Chrome/54.0.1392.325 Safari/535"
chrome,"Mozilla/5.0 (Linux; Linux i666 ; en-US) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/55.0.1095.106 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64) AppleWebKit/600.23 (KHTML, like Gecko) Chrome/47.0.3169.337 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/601.20 (KHTML, like Gecko) Chrome/49.0.3479.299 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4; en-US) AppleWebKit/534.31 (KHTML, like Gecko) Chrome/48.0.1795.340 Safari/603"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/601.34 (KHTML, like Gecko) Chrome/49.0.2929.295 Safari/535"
chrome,"Mozilla/5.0 (Linux; U; Linux i563 ) AppleWebKit/537.24 (KHTML, like Gecko) Chrome/53.0.1166.210 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_8_4; en-US) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/50.0.1923.363 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5; en-US) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/55.0.1643.173 Safari/536"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1;; en-US) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/55.0.1206.253 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_1) AppleWebKit/536.43 (KHTML, like Gecko) Chrome/55.0.2441.123 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 10.5; WOW64) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/52.0.2692.252 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.0;) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/54.0.3525.364 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/49.0.2763.203 Safari/537"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/603.46 (KHTML, like Gecko) Chrome/52.0.2669.163 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_1_1) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/47.0.2719.156 Safari/537"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/47.0.3973.265 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/52.0.2323.118 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_6_9) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/48.0.2234.358 Safari/602"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/601.18 (KHTML, like Gecko) Chrome/52.0.1350.104 Safari/536"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.43 (KHTML, like Gecko) Chrome/48.0.3771.319 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_9_2; en-US) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/50.0.2803.271 Safari/601"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/601.34 (KHTML, like Gecko) Chrome/50.0.2307.179 Safari/601"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2;) AppleWebKit/603.9 (KHTML, like Gecko) Chrome/49.0.1882.324 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux i656 x86_64; en-US) AppleWebKit/601.9 (KHTML, like Gecko) Chrome/55.0.1711.234 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/533.47 (KHTML, like Gecko) Chrome/49.0.3492.328 Safari/535"
chrome,"Mozilla/5.0 (Linux i671 x86_64; en-US) AppleWebKit/601.29 (KHTML, like Gecko) Chrome/54.0.2274.224 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_9) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/47.0.1747.120 Safari/603"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.3 (KHTML, like Gecko) Chrome/50.0.1664.261 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/48.0.2809.178 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/55.0.2648.145 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/602.39 (KHTML, like Gecko) Chrome/48.0.3243.221 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/55.0.3475.335 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/600.15 (KHTML, like Gecko) Chrome/51.0.3560.264 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_4; en-US) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/55.0.2871.235 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/533.23 (KHTML, like Gecko) Chrome/54.0.1745.247 Safari/537"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.4;; en-US) AppleWebKit/602.6 (KHTML, like Gecko) Chrome/49.0.3908.142 Safari/600"
chrome,"Mozilla/5.0 (U; Linux i662 x86_64; en-US) AppleWebKit/534.32 (KHTML, like Gecko) Chrome/47.0.3488.353 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.4; x64) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/48.0.3975.400 Safari/535"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0;) AppleWebKit/601.23 (KHTML, like Gecko) Chrome/47.0.1437.385 Safari/533"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/601.47 (KHTML, like Gecko) Chrome/48.0.3914.168 Safari/536"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64) AppleWebKit/536.23 (KHTML, like Gecko) Chrome/50.0.1834.182 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_4) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/50.0.2823.190 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_9; en-US) AppleWebKit/600.31 (KHTML, like Gecko) Chrome/47.0.3995.360 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_9_1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/48.0.1005.260 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.2; Win64; x64) AppleWebKit/600.21 (KHTML, like Gecko) Chrome/50.0.2932.259 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_3_4) AppleWebKit/534.12 (KHTML, like Gecko) Chrome/54.0.3219.115 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2;) AppleWebKit/534.47 (KHTML, like Gecko) Chrome/48.0.3659.387 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_9) AppleWebKit/603.27 (KHTML, like Gecko) Chrome/51.0.3685.111 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux i585 ) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/50.0.1336.372 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_5) AppleWebKit/537.26 (KHTML, like Gecko) Chrome/48.0.2645.317 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_8_5; en-US) AppleWebKit/601.18 (KHTML, like Gecko) Chrome/54.0.3554.367 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1;; en-US) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/47.0.2679.395 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux i676 x86_64) AppleWebKit/536.42 (KHTML, like Gecko) Chrome/47.0.3044.390 Safari/535"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/53.0.1217.176 Safari/535"
chrome,"Mozilla/5.0 (Linux i671 ; en-US) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/50.0.2041.257 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 6.2; WOW64; en-US) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/47.0.2768.300 Safari/535"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/47.0.2582.173 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_0_9; en-US) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/50.0.3216.226 Safari/600"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64; en-US) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/47.0.2984.128 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/54.0.2420.370 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_8_6; en-US) AppleWebKit/533.10 (KHTML, like Gecko) Chrome/47.0.1428.137 Safari/534"
chrome,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/50.0.1854.124 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/601.30 (KHTML, like Gecko) Chrome/55.0.2470.325 Safari/537"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/54.0.3997.262 Safari/601"
chrome,"Mozilla/5.0 (Windows NT 10.3; x64; en-US) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/51.0.3471.153 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_7; en-US) AppleWebKit/602.48 (KHTML, like Gecko) Chrome/47.0.2337.271 Safari/535"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/52.0.2125.367 Safari/602"
chrome,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/50.0.2970.241 Safari/602"
chrome,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.42 (KHTML, like Gecko) Chrome/53.0.2588.338 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_3_2; en-US) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/53.0.2522.213 Safari/600"
chrome,"Mozilla/5.0 (U; Linux i685 ) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/47.0.3632.367 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_7) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/48.0.2869.214 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i661 x86_64) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/55.0.2157.128 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_3_6) AppleWebKit/536.37 (KHTML, like Gecko) Chrome/49.0.1987.306 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.3;; en-US) AppleWebKit/600.30 (KHTML, like Gecko) Chrome/48.0.1109.386 Safari/534"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.1;; en-US) AppleWebKit/536.35 (KHTML, like Gecko) Chrome/54.0.3267.291 Safari/601"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/535.16 (KHTML, like Gecko) Chrome/51.0.3272.126 Safari/601"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/601.44 (KHTML, like Gecko) Chrome/51.0.2481.160 Safari/603"
chrome,"Mozilla/5.0 (Linux; U; Linux i582 ; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/49.0.2927.319 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4; en-US) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/54.0.1869.222 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_7) AppleWebKit/602.23 (KHTML, like Gecko) Chrome/49.0.1158.196 Safari/603"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/602.47 (KHTML, like Gecko) Chrome/53.0.3126.399 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; WOW64) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/54.0.2073.287 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/602.26 (KHTML, like Gecko) Chrome/54.0.3825.200 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_1) AppleWebKit/601.32 (KHTML, like Gecko) Chrome/49.0.3257.167 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 6.3; x64; en-US) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/50.0.2964.200 Safari/601"
chrome,"Mozilla/5.0 (Linux; Linux i646 ; en-US) AppleWebKit/602.47 (KHTML, like Gecko) Chrome/50.0.2777.285 Safari/536"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/533.22 (KHTML, like Gecko) Chrome/51.0.2206.135 Safari/536"
chrome,"Mozilla/5.0 (U; Linux i563 ) AppleWebKit/533.37 (KHTML, like Gecko) Chrome/48.0.2341.197 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 10.3; x64) AppleWebKit/535.49 (KHTML, like Gecko) Chrome/50.0.3957.189 Safari/535"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_8_1; en-US) AppleWebKit/536.19 (KHTML, like Gecko) Chrome/49.0.1248.247 Safari/602"
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/51.0.3621.393 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_0_1) AppleWebKit/536.42 (KHTML, like Gecko) Chrome/50.0.1264.374 Safari/600"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/50.0.2870.124 Safari/601"
chrome,"Mozilla/5.0 (U; Linux i654 x86_64) AppleWebKit/537.2 (KHTML, like Gecko) Chrome/52.0.3127.391 Safari/602"
chrome,"Mozilla/5.0 (U; Linux i673 x86_64) AppleWebKit/535.45 (KHTML, like Gecko) Chrome/50.0.2114.283 Safari/602"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/54.0.3364.100 Safari/536"
chrome,"Mozilla/5.0 (Windows NT 10.0; x64; en-US) AppleWebKit/536.32 (KHTML, like Gecko) Chrome/50.0.2929.191 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_2; en-US) AppleWebKit/601.25 (KHTML, like Gecko) Chrome/47.0.3535.164 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/48.0.2853.244 Safari/537"
chrome,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/50.0.1882.229 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/53.0.1135.287 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_1; en-US) AppleWebKit/537.48 (KHTML, like Gecko) Chrome/52.0.2257.383 Safari/603"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/535.31 (KHTML, like Gecko) Chrome/55.0.1076.161 Safari/602"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.2614.218 Safari/536"
chrome,"Mozilla/5.0 (Linux; U; Linux i655 ) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/54.0.2016.213 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 10.3; Win64; x64; en-US) AppleWebKit/533.16 (KHTML, like Gecko) Chrome/51.0.3829.199 Safari/602"
chrome,"Mozilla/5.0 (Windows NT 10.5;; en-US) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/47.0.2809.360 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_9) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/51.0.2482.193 Safari/600"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_7) AppleWebKit/537.48 (KHTML, like Gecko) Chrome/55.0.2132.181 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; WOW64) AppleWebKit/535.36 (KHTML, like Gecko) Chrome/51.0.3935.227 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_5) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.1099.312 Safari/603"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/52.0.3596.266 Safari/602"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64) AppleWebKit/535.46 (KHTML, like Gecko) Chrome/54.0.2712.310 Safari/601"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7; en-US) AppleWebKit/601.29 (KHTML, like Gecko) Chrome/47.0.3247.213 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6) AppleWebKit/603.15 (KHTML, like Gecko) Chrome/52.0.3374.244 Safari/533"
chrome,"Mozilla/5.0 (Linux; U; Linux i545 ; en-US) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/52.0.2778.146 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2; en-US) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/49.0.1900.215 Safari/534"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_2_3; en-US) AppleWebKit/600.7 (KHTML, like Gecko) Chrome/54.0.2629.369 Safari/600"
